vowelSAMPA,F0,F1_Hz,F2_Hz,F3_Hz,target
y,224,295,2218,2626,0
y,210,293,2174,2506,0
E~,225,656,1468,2686,1
a~,209,585,1002,2443,1
O~,210,406,802,2572,1
u,245,430,1002,2590,0
O~,210,360,936,2375,1
y,226,309,2370,2714,0
o,214,402,928,2592,0
a,207,753,1741,2797,0
i,217,256,2437,3630,0
i,224,376,2597,3403,0
u,198,330,1128,2440,0
E~,214,710,1734,2633,1
y,233,450,1942,2635,0
O~,229,416,966,2566,1
i,218,330,2285,3535,0
3,227,577,2045,2888,0
O~,222,545,1489,2676,1
a~,216,474,1148,2607,1
y,222,269,2076,2641,0
a,220,739,1823,2732,0
e,223,423,2349,3134,0
a~,230,604,908,2545,1
O~,225,449,1016,2404,1
e,219,446,2374,3008,0
o,206,379,873,2566,0
e,217,419,2226,2807,0
3,208,667,1964,2802,0
2,215,389,1800,2772,0
e,236,457,2341,3095,0
3,218,643,1942,2818,0
a~,208,618,930,2310,1
u,219,393,885,2623,0
O~,222,393,1537,2220,1
y,230,282,2198,2686,0
o,218,379,1319,2576,0
E~,213,703,1496,2703,1
e,213,407,2070,2888,0
3,218,621,1819,2731,0
E~,215,892,1533,2674,1
2,220,415,1781,2606,0
9,212,594,1381,2724,0
u,216,363,1120,2644,0
3,203,530,2153,3003,0
o,231,417,939,2621,0
y,218,310,1997,2967,0
y,209,348,2055,2521,0
3,207,635,1970,2798,0
2,224,411,1828,2809,0
o,221,411,1042,2554,0
9,225,593,1818,2753,0
9,200,600,1744,2565,0
o,217,422,842,2616,0
2,212,415,1808,2621,0
i,218,390,1484,2881,0
2,209,401,1659,2626,0
a,215,899,1520,2679,0
9,224,561,1701,2758,0
a,205,639,1765,2747,0
a,214,903,1715,2706,0
O~,211,495,1236,2340,1
E~,214,637,1220,1962,1
u,221,382,1142,2728,0
9,219,620,1708,2597,0
a~,220,454,1069,2385,1
2,218,410,1953,2574,0
o,235,455,1086,2642,0
9,218,655,1731,2651,0
a~,222,482,1000,2526,1
u,232,267,861,2590,0
O~,206,499,1399,2842,1
a~,213,512,1061,2375,1
y,221,370,2078,2270,0
u,214,380,880,2408,0
a,202,747,1790,2764,0
e,219,413,2382,2955,0
E~,225,660,1497,2622,1
i,220,359,1765,3409,0
a,202,751,1810,2714,0
E~,210,738,1466,2675,1
i,212,356,2409,3530,0
a,121,625,1312,2518,0
y,135,346,1610,2341,0
3,136,478,1710,2408,0
o,145,389,962,2641,0
u,141,314,885,2514,0
9,150,444,1490,2463,0
2,146,401,1493,2372,0
9,144,442,1427,2373,0
e,146,362,1992,2631,0
O~,138,488,1168,2356,1
i,145,287,2175,2802,0
E~,139,451,1259,2625,1
3,138,349,2033,2670,0
3,134,363,1930,2547,0
o,141,397,870,2615,0
y,143,319,1791,2309,0
3,128,500,1831,2627,0
9,133,458,1548,2281,0
i,150,295,2098,2870,0
O~,145,553,1125,2513,1
u,155,394,863,2548,0
a~,133,611,1178,2591,1
i,136,260,2110,2858,0
y,144,287,1922,2515,0
a~,135,532,916,2442,1
2,145,359,1619,2252,0
a,133,542,1432,2320,0
u,139,316,1319,2639,0
2,136,382,1461,2440,0
a~,146,748,1089,2726,1
u,144,301,745,2465,0
a~,146,706,1083,2787,1
a,138,550,1506,2570,0
a,134,572,1427,2462,0
e,131,352,2043,2612,0
2,149,396,1652,2363,0
2,138,367,1551,2304,0
9,137,490,1371,2339,0
E~,142,616,1234,2794,1
O~,148,561,1054,2254,1
3,136,473,1847,2545,0
i,143,307,2201,2723,0
O~,145,483,926,1818,1
9,141,452,1425,2438,0
a~,141,712,1014,2748,1
o,142,394,971,2492,0
a,139,558,1384,2488,0
2,147,340,1629,2416,0
9,136,492,1486,2469,0
3,143,455,1758,2577,0
E~,140,730,1192,2755,1
i,138,304,2111,2784,0
e,139,363,2002,2645,0
E~,144,557,1205,2870,1
e,143,382,1984,2593,0
o,146,412,1053,2614,0
e,139,372,2010,2609,0
E~,143,625,1262,2823,1
e,144,408,1873,2473,0
o,141,391,1035,2534,0
i,141,283,2103,2805,0
u,146,356,988,2450,0
y,145,283,1938,2631,0
y,149,303,1808,2353,0
E~,140,551,1201,2743,1
a~,139,673,1088,2794,1
O~,143,410,827,1891,1
u,137,366,1032,2561,0
O~,147,561,1268,2382,1
y,138,298,1811,2390,0
o,140,396,909,2533,0
a,136,548,1533,2498,0
i,136,254,2162,2963,0
i,136,323,2032,2785,0
u,146,338,1037,2558,0
E~,144,555,1360,2660,1
y,148,334,1695,2502,0
O~,141,429,966,1862,1
i,150,289,2156,2863,0
3,141,366,1973,2684,0
O~,139,516,1063,2420,1
a~,136,701,1132,2725,1
y,142,305,1851,2454,0
a,137,551,1476,2578,0
e,137,392,1897,2546,0
a~,145,413,902,2172,1
O~,140,421,1070,2047,1
e,143,380,1998,2632,0
o,136,375,922,2499,0
e,136,368,1809,2480,0
3,147,484,1798,2538,0
2,149,373,1577,2532,0
e,136,385,1946,2506,0
3,137,472,1774,2532,0
a~,140,858,1181,2860,1
u,146,355,876,2546,0
O~,147,672,1175,2838,1
y,139,263,2103,2838,0
o,141,386,995,2606,0
E~,142,639,1189,2754,1
e,153,348,2001,2632,0
3,138,424,1819,2549,0
E~,141,690,1241,2871,1
2,140,400,1526,2380,0
9,140,475,1402,2341,0
u,130,298,985,2455,0
3,145,379,1918,2546,0
o,136,380,1037,2495,0
y,148,311,1750,2433,0
y,140,325,1665,2486,0
3,139,460,1663,2485,0
2,140,346,1648,2347,0
o,145,410,1094,2668,0
9,133,480,1558,2368,0
9,135,486,1442,2342,0
o,147,436,947,2536,0
2,139,392,1520,2314,0
i,147,300,2017,2647,0
2,143,398,1414,2400,0
a,143,539,1331,2342,0
9,143,437,1447,2416,0
a,136,539,1368,2447,0
a,144,496,1517,2501,0
O~,139,374,954,1887,1
E~,129,679,1166,2700,1
u,153,398,911,2621,0
9,136,432,1545,2319,0
a~,140,577,939,2796,1
2,138,346,1664,2248,0
o,138,385,1019,2472,0
9,131,464,1505,2328,0
a~,140,569,914,2724,1
u,151,298,816,2575,0
O~,143,446,1157,2123,1
a~,146,639,1049,2783,1
y,145,301,1762,2282,0
u,142,403,724,2535,0
a,139,478,1472,2289,0
e,136,374,1953,2546,0
E~,137,591,1230,2715,1
i,144,352,2057,2759,0
a,139,532,1392,2477,0
E~,139,499,1291,2749,1
i,140,274,2221,2856,0
a,122,589,1285,2148,0
y,141,394,1553,2230,0
3,135,522,1482,2412,0
o,140,451,898,2221,0
u,153,335,1245,3012,0
9,133,541,1396,2346,0
2,134,419,1313,2172,0
9,137,507,1370,2255,0
e,144,429,1725,2522,0
O~,136,534,1261,2260,1
i,151,288,1890,2785,0
E~,126,528,1263,2113,1
3,134,398,1833,2540,0
3,135,398,1824,2504,0
o,140,518,1438,2590,0
y,132,392,1634,2507,0
3,134,530,1547,2422,0
9,133,533,1445,2272,0
i,139,277,1914,2914,0
O~,146,583,1618,2342,1
u,135,402,1026,2415,0
a~,135,679,1012,2112,1
i,140,267,1863,2829,0
y,146,297,1655,2173,0
a~,144,638,1110,2159,1
2,143,429,1416,2296,0
a,136,613,1399,2414,0
u,135,369,926,2357,0
2,130,449,1421,2402,0
a~,146,633,1303,2234,1
u,168,371,1578,2973,0
a~,140,626,1268,2215,1
a,145,577,1363,2400,0
a,124,611,1382,2377,0
e,139,411,1652,2421,0
2,138,440,1392,2187,0
2,138,402,1363,2210,0
9,140,585,1326,2378,0
E~,130,586,1143,2128,1
O~,131,539,1377,2337,1
3,133,463,1660,2442,0
i,147,281,1877,2977,0
O~,134,522,1272,2241,1
9,128,501,1366,2327,0
a~,131,639,1487,2329,1
o,143,413,901,2342,0
a,134,614,1265,2431,0
2,137,423,1368,2340,0
9,143,523,1355,2272,0
3,144,544,1406,2429,0
E~,133,664,1082,2141,1
i,126,283,1780,2883,0
e,136,406,1711,2494,0
E~,126,628,1218,2267,1
e,140,417,1696,2469,0
o,143,463,990,2921,0
e,143,427,1737,2409,0
E~,131,592,1088,2109,1
e,141,453,1602,2432,0
o,137,450,971,2263,0
i,147,298,1765,2902,0
u,138,415,693,2169,0
y,133,295,1645,2477,0
y,132,298,1611,2367,0
E~,135,617,1195,2115,1
a~,136,616,1058,2174,1
O~,133,627,1645,2328,1
u,160,468,823,2407,0
O~,133,500,1478,2288,1
y,131,288,1732,2106,0
o,139,465,850,2227,0
a,119,579,1351,2329,0
i,142,283,1839,2938,0
i,146,325,1818,2720,0
u,133,341,722,2121,0
E~,132,664,1368,2389,1
y,135,398,1536,2348,0
O~,131,541,1356,2262,1
i,146,283,1878,2935,0
3,149,442,1690,2475,0
O~,121,502,1326,2277,1
a~,136,684,1487,2362,1
y,134,319,1654,2600,0
a,133,579,1382,2462,0
e,128,376,1797,2547,0
a~,142,601,1439,2216,1
O~,136,508,1211,2168,1
e,138,406,1738,2511,0
o,143,449,797,2297,0
e,138,421,1598,2392,0
3,137,425,1687,2456,0
2,132,403,1354,2366,0
e,143,489,1734,2403,0
3,146,537,1412,2365,0
a~,131,642,1140,2236,1
u,140,320,622,2091,0
O~,140,551,1192,2199,1
y,146,303,1658,2331,0
o,136,432,1260,2163,0
E~,131,639,1209,2234,1
e,140,408,1686,2540,0
3,131,513,1561,2401,0
E~,132,604,1140,2235,1
2,137,431,1423,2219,0
9,137,549,1305,2272,0
u,153,419,1307,2447,0
3,135,407,1746,2441,0
o,150,438,969,2194,0
y,143,369,1612,2319,0
y,130,326,1651,2257,0
3,140,547,1394,2395,0
2,142,402,1434,2498,0
o,141,486,975,2660,0
9,127,521,1405,2427,0
9,130,563,1432,2372,0
o,128,513,949,2542,0
2,135,426,1430,2219,0
i,129,324,1654,2607,0
2,139,436,1304,2270,0
a,134,617,1283,2502,0
9,129,532,1393,2404,0
a,134,554,1312,2427,0
a,127,606,1424,2362,0
O~,128,527,1590,2258,1
E~,128,621,1079,2131,1
u,149,470,742,2351,0
9,128,537,1476,2322,0
a~,132,627,970,2072,1
2,131,393,1475,2199,0
o,150,442,939,2378,0
9,137,537,1379,2401,0
a~,138,593,1349,2236,1
u,163,330,773,2009,0
O~,140,558,1709,2354,1
a~,128,653,1176,2219,1
y,131,309,1603,2088,0
u,144,385,731,2263,0
a,137,570,1334,2476,0
e,141,421,1728,2366,0
E~,146,624,1160,2190,1
i,144,389,1555,2807,0
a,129,581,1343,2419,0
E~,129,596,1147,2143,1
i,142,285,1912,2877,0
a,121,621,1240,2301,0
y,91,336,1629,2173,0
3,97,515,1708,2404,0
o,118,337,728,2513,0
u,124,313,692,2267,0
9,116,463,1444,2332,0
2,123,364,1330,2317,0
9,117,499,1415,2298,0
e,120,355,1848,2420,0
O~,134,438,1530,2470,1
i,138,454,2303,3342,0
E~,125,593,1188,2266,1
3,113,434,1677,2387,0
3,107,442,1745,2517,0
o,123,391,633,2825,0
y,114,317,1755,2642,0
3,109,512,1645,2457,0
9,121,501,1425,2268,0
i,142,264,1886,3146,0
O~,144,430,1388,2752,1
u,116,326,801,2529,0
a~,120,682,1336,2892,1
i,106,243,1856,3200,0
y,132,292,1744,2541,0
a~,123,592,860,2458,1
2,110,343,1559,2342,0
a,97,611,1443,2359,0
u,145,317,907,2246,0
2,106,360,1361,2634,0
a~,128,588,932,2464,1
u,167,355,1766,3251,0
a~,119,579,915,2533,1
a,113,578,1373,2225,0
a,117,619,1231,2294,0
e,137,322,1901,2489,0
2,118,352,1430,2292,0
2,125,314,1396,2393,0
9,107,544,1275,2334,0
E~,137,664,1421,2601,1
O~,124,457,1096,2607,1
3,130,501,1699,2483,0
i,126,269,1925,3099,0
O~,119,456,1869,2719,1
9,121,491,1292,2354,0
a~,130,596,908,2322,1
o,104,421,776,2725,0
a,113,635,1240,2436,0
2,138,347,1519,2712,0
9,116,464,1370,2299,0
3,120,508,1666,2543,0
E~,102,539,1048,2136,1
i,123,360,1910,3101,0
e,129,359,1898,2585,0
E~,125,552,1134,2317,1
e,119,362,1795,2446,0
o,123,359,880,2348,0
e,125,343,1891,2587,0
E~,118,556,1040,2276,1
e,137,402,1833,2496,0
o,136,377,825,2493,0
i,117,268,1919,3061,0
u,131,349,745,2392,0
y,148,256,1752,2346,0
y,133,267,1717,2188,0
E~,113,595,1001,2566,1
a~,119,601,772,2364,1
O~,140,532,1578,2840,1
u,139,391,857,3326,0
O~,129,516,1745,2735,1
y,145,309,1681,2139,0
o,117,367,778,2519,0
a,114,638,1360,2505,0
i,120,255,2072,3111,0
i,104,290,1863,3129,0
u,131,387,1536,2975,0
E~,111,504,1280,2189,1
y,125,407,1523,2329,0
O~,125,433,1224,2496,1
i,113,278,1811,3025,0
3,128,477,1720,2578,0
O~,133,424,1600,2617,1
a~,124,609,1211,2463,1
y,145,276,1766,2378,0
a,125,595,1377,2292,0
e,141,381,1887,2663,0
a~,117,601,1325,2325,1
O~,132,440,1351,2600,1
e,130,372,1867,2603,0
o,143,377,727,2763,0
e,96,343,1788,2624,0
3,87,454,1659,2450,0
2,123,376,1415,2566,0
e,132,420,1877,2623,0
3,131,521,1592,2562,0
a~,117,544,849,2462,1
u,131,399,823,2241,0
O~,144,428,1637,2818,1
y,140,404,1892,2520,0
o,125,391,873,2415,0
E~,121,543,1152,2444,1
e,130,378,1832,2368,0
3,116,489,1647,2423,0
E~,103,567,1065,2590,1
2,129,368,1295,2198,0
9,116,512,1249,2300,0
u,134,381,1651,2191,0
3,125,472,1799,2550,0
o,124,351,790,2571,0
y,127,299,1626,2545,0
y,132,305,1736,2257,0
3,99,497,1566,2398,0
2,139,347,1423,2455,0
o,115,360,724,2786,0
9,130,468,1467,2428,0
9,125,544,1373,2236,0
o,143,425,768,2311,0
2,120,345,1305,2151,0
i,142,266,1854,2977,0
2,128,398,1247,2285,0
a,99,609,1299,2470,0
9,120,467,1399,2347,0
a,97,554,1222,2458,0
a,120,611,1384,2403,0
O~,131,488,1532,2636,1
E~,112,548,1082,2467,1
u,121,418,801,3194,0
9,87,456,1487,2151,0
a~,121,569,953,2430,1
2,110,335,1520,2407,0
o,133,421,763,2632,0
9,125,470,1445,2353,0
a~,117,606,874,2445,1
u,101,338,1011,2664,0
O~,136,418,1659,2594,1
a~,127,594,820,2351,1
y,156,282,1658,2334,0
u,102,477,1387,2939,0
a,100,536,1430,2297,0
e,128,366,1832,2551,0
E~,115,596,1073,2280,1
i,123,375,1935,3057,0
a,125,595,1094,2292,0
E~,99,500,1029,2273,1
i,135,250,1839,3062,0
a,218,779,1470,2941,0
y,227,419,1795,2126,0
3,219,574,1984,3083,0
o,233,409,788,2849,0
u,254,284,852,2979,0
9,218,585,1674,3053,0
2,229,428,1658,2606,0
9,222,638,1674,2769,0
e,226,433,2429,2995,0
O~,245,363,1492,2844,1
i,248,333,2187,3545,0
E~,231,707,1148,2056,1
3,212,552,2083,3016,0
3,209,533,2146,3017,0
o,213,422,676,2936,0
y,222,349,2063,2290,0
3,215,596,1942,2743,0
9,226,626,1606,2989,0
i,238,368,2102,3424,0
O~,230,354,1370,2562,1
u,244,367,993,2975,0
a~,231,492,1044,2514,1
i,232,302,2054,3368,0
y,234,332,2018,2448,0
a~,224,635,1200,2506,1
2,237,443,1734,2479,0
a,221,804,1516,3044,0
u,248,301,1184,2134,0
2,220,417,1508,2200,0
a~,232,557,751,1993,1
u,251,293,748,2302,0
a~,219,671,1265,3578,1
a,219,658,1069,2076,0
a,214,787,1522,2967,0
e,236,454,2280,2959,0
2,226,430,1734,2546,0
2,231,444,1729,2453,0
9,219,656,1429,2944,0
E~,217,455,1145,2481,1
O~,219,316,1178,1934,1
3,209,611,2130,2973,0
i,221,365,2223,3632,0
O~,230,318,1100,2122,1
9,209,637,1650,3037,0
a~,212,750,1715,3427,1
o,226,425,888,2685,0
a,222,775,1557,2959,0
2,229,422,1649,2640,0
9,211,645,1651,2818,0
3,223,536,2093,3068,0
E~,218,575,1165,2620,1
i,225,384,1942,3438,0
e,223,422,2421,3109,0
E~,219,459,1028,2046,1
e,225,428,2480,3098,0
o,227,431,813,2928,0
e,237,446,2369,3035,0
E~,218,547,1057,1728,1
e,224,433,2330,3129,0
o,226,425,871,2574,0
i,222,301,2153,3552,0
u,234,400,705,2501,0
y,226,330,1972,2571,0
y,236,365,1721,2560,0
E~,220,662,1268,2483,1
a~,223,691,1788,3617,1
O~,231,355,1291,2382,1
u,254,333,760,3051,0
O~,233,335,1256,2543,1
y,227,332,1854,2059,0
o,227,427,797,2831,0
a,219,780,1503,3054,0
i,238,326,1628,3010,0
i,221,390,1680,3048,0
u,224,393,1551,3039,0
E~,215,608,1365,2247,1
y,223,424,1701,2416,0
O~,230,316,1150,2058,1
i,235,324,2082,3463,0
3,212,589,2055,3044,0
O~,231,339,1510,2417,1
a~,223,541,1176,2921,1
y,235,341,1869,2166,0
a,218,740,1635,3076,0
e,220,425,2380,3089,0
a~,224,388,758,1795,1
O~,230,359,1172,2405,1
e,222,438,2376,3091,0
o,230,430,798,2919,0
e,222,432,2323,3058,0
3,212,668,2002,3169,0
2,221,422,1733,2700,0
e,236,454,2431,3183,0
3,207,532,2126,3053,0
a~,210,577,982,2488,1
u,252,403,711,2729,0
O~,236,335,1360,2059,1
y,232,356,1945,2495,0
o,236,427,886,2783,0
E~,220,588,1401,2868,1
e,227,426,2390,3063,0
3,208,570,2055,3056,0
E~,215,744,1228,3528,1
2,232,442,1623,2450,0
9,216,601,1448,3019,0
u,241,302,770,2670,0
3,219,570,2087,3057,0
o,225,424,884,2668,0
y,240,327,1680,1935,0
y,224,374,1879,2041,0
3,218,628,1935,3113,0
2,229,407,1718,2691,0
o,225,420,871,2782,0
9,216,594,1725,2909,0
9,221,671,1672,2868,0
o,226,355,539,3045,0
2,231,441,1683,2305,0
i,229,427,1987,3065,0
2,233,444,1621,2840,0
a,209,723,1548,3088,0
9,218,557,1650,2875,0
a,218,751,1453,3119,0
a,219,793,1521,3089,0
O~,233,333,1206,2212,1
E~,215,707,1068,2188,1
u,240,395,780,2840,0
9,210,565,1650,2977,0
a~,223,433,769,1956,1
2,208,408,1796,2583,0
o,225,424,971,2837,0
9,219,610,1635,3057,0
a~,217,608,1006,2349,1
u,256,306,907,2142,0
O~,234,347,1369,2664,1
a~,223,460,870,1896,1
y,235,350,1756,2088,0
u,224,426,1220,3118,0
a,212,724,1661,2908,0
e,232,451,2294,3025,0
E~,225,326,958,1492,1
i,237,387,1768,3200,0
a,214,790,1435,3040,0
E~,227,420,1041,2076,1
i,240,366,2238,3466,0
a,212,782,1394,3011,0
y,252,324,2012,2632,0
3,212,599,1772,2489,0
o,207,403,927,2713,0
u,156,321,1316,2578,0
9,217,640,1596,2775,0
2,207,373,1548,2571,0
9,201,649,1630,2825,0
e,231,407,2064,2755,0
O~,228,457,971,2728,1
i,222,289,2335,3464,0
E~,217,547,1207,2900,1
3,211,438,2252,2962,0
3,216,393,2088,2559,0
o,203,375,739,2819,0
y,235,279,1936,2670,0
3,225,672,1715,2393,0
9,147,645,1695,2786,0
i,226,283,1750,2823,0
O~,234,427,1097,2775,1
u,246,298,770,2712,0
a~,220,457,906,2639,1
i,224,287,2330,3547,0
y,228,274,2063,2716,0
a~,225,580,1502,3019,1
2,222,428,1636,2637,0
a,228,791,1478,2363,0
u,249,279,1077,2545,0
2,217,394,1596,2705,0
a~,243,477,920,2741,1
u,247,314,1095,2523,0
a~,206,651,1393,3225,1
a,233,747,1542,2486,0
a,218,826,1465,3026,0
e,232,402,2218,2895,0
2,217,405,1628,2712,0
2,209,394,1546,2757,0
9,160,642,1639,2831,0
E~,203,571,1217,3224,1
O~,221,359,1001,2557,1
3,208,434,1588,2616,0
i,236,276,2346,3575,0
O~,230,349,1109,2734,1
9,174,643,1632,2862,0
a~,215,626,1618,3158,1
o,223,400,935,2771,0
a,202,781,1457,2947,0
2,228,413,1603,2632,0
9,190,628,1658,2773,0
3,255,628,1903,2890,0
E~,193,632,1239,2999,1
i,221,285,2296,3526,0
e,172,403,2202,2572,0
E~,202,618,1190,2731,1
e,170,374,2281,2982,0
o,222,393,870,2747,0
e,252,431,2203,2867,0
E~,203,496,1127,2774,1
e,184,415,2171,2926,0
o,196,380,944,2773,0
i,235,283,2396,3488,0
u,216,317,806,2741,0
y,229,331,2036,2676,0
y,225,309,1973,2555,0
E~,211,689,1177,3233,1
a~,196,485,1194,2925,1
O~,219,382,1069,2711,1
u,241,339,1041,2815,0
O~,219,368,1095,2820,1
y,229,284,2073,2499,0
o,231,400,836,2726,0
a,198,752,1444,3050,0
i,204,287,2248,3433,0
i,234,277,2281,3467,0
u,241,300,1023,2600,0
E~,191,644,1300,3287,1
y,231,358,1889,2758,0
O~,234,415,1094,2815,1
i,224,283,2323,3527,0
3,191,396,2196,3024,0
O~,216,369,1073,2880,1
a~,198,607,1174,3236,1
y,257,313,1963,2516,0
a,228,719,1613,2908,0
e,222,397,2218,2999,0
a~,239,532,1016,2812,1
O~,234,362,1109,2642,1
e,157,415,2189,2799,0
o,243,396,864,2703,0
e,217,395,2371,2982,0
3,260,504,2056,2412,0
2,261,456,1688,2769,0
e,222,427,2138,3003,0
3,258,673,1973,2656,0
a~,207,609,1267,3365,1
u,157,329,926,2865,0
O~,195,362,986,2663,1
y,273,306,2041,2680,0
o,190,384,940,2683,0
E~,172,512,1217,2966,1
e,230,442,1675,2763,0
3,202,680,1763,2709,0
E~,207,631,1235,3306,1
2,212,417,1547,2633,0
9,227,661,1516,2796,0
u,216,290,1075,2694,0
3,170,378,2227,2734,0
o,225,386,918,2608,0
y,281,305,1938,2590,0
y,216,331,1968,2731,0
3,209,653,1868,3030,0
2,246,483,1637,2679,0
o,227,409,851,2724,0
9,173,627,1584,2851,0
9,207,690,1672,2808,0
o,235,413,768,2874,0
2,229,444,1544,2598,0
i,262,349,2233,3535,0
2,228,409,1512,2642,0
a,209,775,1473,2957,0
9,227,613,1607,2810,0
a,202,793,1466,3013,0
a,217,818,1553,2835,0
O~,233,333,1097,2835,1
E~,211,591,1171,2756,1
u,166,345,1083,2888,0
9,207,572,1688,2843,0
a~,197,334,896,2931,1
2,206,387,1679,2596,0
o,209,406,1002,2734,0
9,235,637,1603,2811,0
a~,233,406,1016,2566,1
u,246,309,972,2616,0
O~,229,407,1036,2712,1
a~,188,528,927,3200,1
y,219,319,1871,2403,0
u,243,307,943,2718,0
a,212,771,1655,2872,0
e,261,486,2175,2903,0
E~,204,501,1208,2346,1
i,253,326,1889,3402,0
a,230,831,1439,3003,0
E~,208,514,1158,3259,1
i,212,293,2330,3426,0
a,221,918,1618,3003,0
y,281,341,2146,2684,0
3,268,734,1858,2311,0
o,231,466,1153,2732,0
u,164,335,941,2909,0
9,232,711,1786,2943,0
2,234,440,1601,2596,0
9,188,665,1880,2789,0
e,248,433,2666,3335,0
O~,240,550,1633,3248,1
i,154,313,2093,2903,0
E~,231,619,1399,2440,1
3,233,714,1280,2698,0
3,216,643,2002,3010,0
o,226,452,832,2968,0
y,208,343,2110,2611,0
3,262,737,1960,2957,0
9,274,762,1848,2914,0
i,243,322,2485,3179,0
O~,241,492,1368,2584,1
u,203,326,810,2717,0
a~,227,693,1004,2205,1
i,229,327,1776,2990,0
y,235,305,2185,2509,0
a~,268,811,1096,2642,1
2,233,490,1920,2954,0
a,236,977,1583,2290,0
u,246,314,880,2970,0
2,256,442,1728,2778,0
a~,247,852,1213,2600,1
u,160,344,905,2966,0
a~,230,714,1027,2370,1
a,251,886,1815,2757,0
a,253,973,1561,2716,0
e,241,480,2131,2860,0
2,216,451,1784,2784,0
2,287,535,1800,2932,0
9,227,708,1788,3104,0
E~,223,690,1338,2466,1
O~,215,597,1320,2430,1
3,219,702,2271,2903,0
i,162,332,2176,2818,0
O~,210,472,1578,2878,1
9,251,729,1817,2910,0
a~,238,598,979,2029,1
o,241,444,1088,2800,0
a,227,874,1514,2318,0
2,238,471,1815,2824,0
9,219,658,1860,2946,0
3,272,718,2069,3050,0
E~,236,698,1241,2247,1
i,236,344,1976,3082,0
e,236,465,2030,2840,0
E~,235,618,1303,2471,1
e,231,447,2215,2969,0
o,204,452,1026,2728,0
e,242,470,1500,2523,0
E~,246,773,1307,2176,1
e,241,505,1380,2594,0
o,223,453,1005,3004,0
i,235,303,2015,2815,0
u,144,325,873,2699,0
y,152,312,2258,2673,0
y,148,322,2147,2435,0
E~,228,551,1270,2636,1
a~,259,674,946,2378,1
O~,261,540,1337,2383,1
u,157,377,1077,2997,0
O~,235,574,1512,2809,1
y,233,301,2146,2419,0
o,244,501,1043,2921,0
a,255,848,1272,2244,0
i,230,298,1772,2829,0
i,266,368,2445,3350,0
u,209,342,1046,2573,0
E~,234,612,1407,2425,1
y,237,372,2065,2589,0
O~,159,594,1442,2595,1
i,245,317,2415,2999,0
3,247,691,1586,2671,0
O~,222,425,1076,2156,1
a~,247,676,1011,2426,1
y,202,317,2217,2648,0
a,261,941,1453,1950,0
e,241,467,2309,3129,0
a~,240,718,1113,2062,1
O~,234,665,1528,2766,1
e,232,448,1873,2982,0
o,233,473,1055,2837,0
e,235,469,2488,3203,0
3,243,650,1306,2685,0
2,263,478,1881,2965,0
e,232,496,1978,2945,0
3,270,702,1629,2747,0
a~,254,768,993,2117,1
u,154,368,903,2902,0
O~,241,549,1423,2608,1
y,278,306,2230,2720,0
o,266,468,1091,2864,0
E~,234,589,1292,2403,1
e,244,454,1701,2822,0
3,266,756,1987,3026,0
E~,229,654,1323,2384,1
2,148,495,1678,2760,0
9,226,780,1786,3074,0
u,149,339,981,2367,0
3,216,674,2218,3149,0
o,234,528,1154,2920,0
y,154,322,2020,2517,0
y,244,326,1984,2427,0
3,261,696,2011,2610,0
2,283,481,1882,2957,0
o,242,462,1024,2882,0
9,261,757,1939,3016,0
9,250,755,1850,3053,0
o,202,478,961,3102,0
2,234,471,1803,2908,0
i,275,303,1983,2678,0
2,216,512,1730,2860,0
a,239,931,1289,1885,0
9,276,799,1875,3056,0
a,267,772,1158,1892,0
a,258,946,1495,2003,0
O~,231,517,1423,2366,1
E~,220,579,1235,1959,1
u,161,355,1116,3058,0
9,227,677,1874,2825,0
a~,236,671,981,2319,1
2,223,420,1779,2696,0
o,234,494,1175,3003,0
9,266,774,1892,3006,0
a~,242,786,1139,2337,1
u,170,351,1031,2891,0
O~,212,529,1410,2190,1
a~,232,622,1048,2357,1
y,210,330,1970,2485,0
u,243,373,804,2883,0
a,234,903,1325,1995,0
e,233,463,1822,2830,0
E~,249,649,1334,1804,1
i,202,353,1106,2668,0
a,253,953,1404,2414,0
E~,236,692,1309,1761,1
i,160,334,1891,2790,0
a,234,894,1531,2853,0
y,240,368,1838,2656,0
3,248,679,2063,2997,0
o,276,438,1166,3055,0
u,201,318,966,3035,0
9,263,711,1721,2818,0
2,265,451,1692,2706,0
9,232,616,1713,2801,0
e,250,491,2293,3071,0
O~,168,437,1296,3524,1
i,227,314,2491,3383,0
E~,237,803,1535,3331,1
3,203,450,2380,3224,0
3,230,494,2513,3216,0
o,228,427,805,3274,0
y,268,339,2155,2622,0
3,271,718,2077,3043,0
9,270,725,1796,2737,0
i,233,306,2094,3057,0
O~,218,360,1041,2170,1
u,198,352,844,2691,0
a~,271,583,1189,2951,1
i,238,286,2571,3687,0
y,156,313,2131,2538,0
a~,275,611,1350,3160,1
2,203,440,1647,2859,0
a,272,914,1764,2784,0
u,231,297,996,2767,0
2,234,457,1545,2637,0
a~,257,748,1167,3156,1
u,179,364,1160,2865,0
a~,200,559,1231,2973,1
a,269,836,1724,2937,0
a,266,884,1587,2884,0
e,167,516,2341,3032,0
2,223,418,1750,2806,0
2,271,398,1725,2893,0
9,256,668,1571,2798,0
E~,272,733,1363,2987,1
O~,271,403,1053,1927,1
3,273,519,1792,2732,0
i,153,315,2610,3667,0
O~,231,345,1149,1980,1
9,265,727,1614,2827,0
